celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,avg_judge_score
Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,20,Eliminated Week 8,6,7,7,7,7,7,7,7,7,7,7,8,7,8,9,8,9,6,6,6,6,8.5,8,8.5,8.5,7,8,8,8,7.5,7.5,8.5,7.5,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,7.4531
Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,20,Eliminated Week 3,11,6,5,5,6,7,6,7,6,6,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,5.8333
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,7,6,6,7,7,6,7,7,7,7,8,8,8,8,8,8,7,7,7,7,8.5,8,8.5,9,10.5,8.5,9.5,9.5,8,7.5,8,8,9.5,9.5,9.5,9.5,9,9,9,9,N/A,N/A,N/A,N/A,8.0125
Redfoo,Emma Slater,Singer/Rapper,California,United States,39,20,Eliminated Week 2,12,6,5,5,6,8,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,6.6250
Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,Eliminated Week 6,8,7,6,6,6,7,7,7,7,6,5,5,6,8,7,7,8,7,6,7,7,9,8,8.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,6.9167
Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,7,6,6,7,5,6,5,5,7,7,7,7,7,6,7,7,7,6,7,7,9,8,9,9,8,7,8,8,8,7.5,8.5,8,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,7.0938
Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,21,Eliminated Week 4,10,5,5,5,N/A,5.5,5.5,5.5,N/A,6,7,6,6,5,6,5,N/A,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,5.5769
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,21,Eliminated Week 9,6,7,7,8,N/A,7.5,7.5,8,N/A,9,9,9,9,7,7,7,N/A,10,10,10,10,8,7,7,8,9,9.5,9,N/A,9.6666,8.6666,8.6666,N/A,10,10,10,N/A,0,0,0,N/A,0,0,0,N/A,8.5500
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,21,Eliminated Week 11,4,8,8,7,N/A,7.5,7.5,7.5,N/A,7,8,8,8,9,8,8,N/A,10,10,9,10,10,9,9,10,9,10,9,N/A,9.6666,9.6666,9.6666,N/A,9,9,9,N/A,10,10.5,11,N/A,10,10,10,N/A,9.0000
Victor Espinoza,Karina Smirnoff,Athlete,,Mexico,43,21,Eliminated Week 2,12,5,5,5,N/A,6.5,5.5,6.5,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,5.5833
Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,21,3rd Place,3,8,7,7,N/A,7.5,7,8,N/A,8,8,9,8,8,8,8,N/A,8,7,7,7,8,8,7,7,9,9,8.5,N/A,9,8,8,N/A,8.5,8.5,8.5,N/A,9.5,9.5,9.5,N/A,9.3333,9.3333,9.3333,N/A,8.1667
Chaka Khan,Keo Motsepe,Singer/Rapper,Illinois,United States,62,21,Eliminated Week 2,13,5,4,4,N/A,5,5,5,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,4.6667
Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,21,Eliminated Week 8,7,7,7,7,N/A,7.5,7.5,7,N/A,7,7,8,7,7,8,8,N/A,9,9,9,9,10,10,10,10,9.5,9.5,9,N/A,8.6666,7.6666,7.6666,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,8.2593
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,21,Withdrew,5,8,7,8,N/A,8,8,8.5,N/A,8,9,8,8,9,9,9,N/A,7,7,8,7,10,10,10,10,9,9,9,N/A,9,9,10,N/A,8.5,8,8,N/A,0,0,0,N/A,0,0,0,N/A,8.5333
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,21,2nd Place,2,8,8,8,N/A,7.5,7.5,7.5,N/A,9,9,9,9,9,9,9,N/A,9,9,8,9,9,10,10,10,9,9,9,N/A,11,11,11,N/A,9,9,9.5,N/A,9,9,9,N/A,10,10,10,N/A,9.1111
Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,21,Eliminated Week 7,8,7,7,7,N/A,8,7,7.5,N/A,7,8,7,8,9,9,9,N/A,8,8,7,7,8,8,8,8,9,9.5,9.5,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,7.9375
Bindi Irwin,Derek Hough,TV Personality,,Australia,17,21,1st Place,1,8,8,8,N/A,8,8,8,N/A,8,8,8,8,9,9,10,N/A,9,9,10,9,10,10,10,10,9.5,10,9.5,N/A,10,9,9,N/A,10,10,10,N/A,10.5,10.5,10.5,N/A,10,10,10,N/A,9.2639
Kim Zolciak-Biermann,Tony Dovolani,TV Personality,Florida,United States,37,21,Withdrew,11,4,4,4,N/A,6.5,6,6,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,5.0833
Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,21,Eliminated Week 6,9,5,5,5,N/A,6.5,6,6,N/A,5,5,5,5,6,6,6,N/A,7,7,6,6,6,6,6,6,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,5.7857
Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,22,Eliminated Week 3,11,5,5,6,N/A,5,5,5,N/A,6,6,6,N/A,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,5.4444
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,Eliminated Week 7,8,7,6,7,N/A,7,6,6,N/A,8,7,7,N/A,8,8,8,8,8,6,6,8,8,8,8,N/A,8.5,8.5,9,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,7.4348
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,7,6,7,N/A,7,7,7,N/A,8,7,8,N/A,7,6,7,7,9,8,9,9,9,8,8,N/A,8,8.5,9,N/A,10,10,10,N/A,0,0,0,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,7.9423
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,Eliminated Week 6,9,5,5,5,N/A,7,6,7,N/A,7,6,7,N/A,6,6,6,6,7,7,7,7,7,7,7,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,6.4000
Von Miller,Witney Carson,Athlete,Texas,United States,27,22,Eliminated Week 7,7,8,6,7,N/A,7,6,7,N/A,7,6,7,N/A,8,8,8,8,8,7,7,7,8,8,8,N/A,8.5,8.5,9,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,7.4783
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,8,6,7,N/A,6,6,7,N/A,7,6,7,N/A,9,8,9,9,7,6,6,7,9,9,9,N/A,8.5,8.5,9,N/A,9,9,9,N/A,9,9,9.5,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,7.8793
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,7,7,7,N/A,8,8,8,N/A,8,7,8,N/A,9,9,9,9,8,8,7,8,9,10,9,N/A,9,9,9.5,N/A,10,9,9,N/A,10,9.5,10,N/A,10,9.6666,10,N/A,N/A,N/A,N/A,N/A,8.6771
Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,22,Eliminated Week 2,12,5,4,4,N/A,5,4,4,N/A,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,4.3333
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,8,7,8,N/A,7,6,7,N/A,8,8,9,N/A,8,8,9,9,9,10,9,9,8,8,9,N/A,9.5,9,9.5,N/A,10,9,10,N/A,9.5,9.5,9.5,N/A,9.6666,9.6666,9.6666,N/A,N/A,N/A,N/A,N/A,8.7031
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3rd Place,3,8,7,8,N/A,7,7,7,N/A,7,7,7,N/A,9,9,9,9,8,8,8,8,8,8,8,N/A,9,9,9.5,N/A,10,10,10,N/A,9,9.5,9.5,N/A,9.3333,9.6666,9.3333,N/A,N/A,N/A,N/A,N/A,8.4635
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,Eliminated Week 9,4,8,7,8,N/A,8,8,8,N/A,8,8,8,N/A,8,9,9,9,8,7,7,8,10,9,10,N/A,9,9,9.5,N/A,8,8,9,N/A,10,10,10,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,8.5345
Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,22,Eliminated Week 4,10,7,7,7,N/A,7,6,7,N/A,7,7,7,N/A,7,7,7,7,0,0,0,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,6.9231
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,5,6,5,6,6,6,6,6,0,0,0,0,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,5.7500
Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,23,Eliminated Week 7,8,6,5,5,6,7,6,6,7,7,7,7,7,8,8,8,N/A,8,8,8,N/A,8,7,8,8,8.5,8,8,8.5,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,7.2308
Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,23,Eliminated Week 9,6,7,7,6,7,7,6,7,7,7,7,7,7,7,7,7,N/A,9,9,9,N/A,8,9,9,8,7.5,8,8.5,8,7,8,8,N/A,9,9,9,9,0,0,0,N/A,0,0,0,0,7.7273
Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,23,Eliminated Week 8,7,6,6,6,6,6,6,6,6,6,7,6,6,7,7,8,N/A,8,8,8,N/A,7,8,8,7,8.5,8,8,8.5,8,9,9,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,7.1724
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,7,6,6,7,7,7,7,7,8,8,8,8,8,7,8,N/A,8,8,8,N/A,9,10,9,9,9.5,9,9,9.5,10,10,10,N/A,9,9,10,9,9,9.5,9.5,N/A,9.3333,9.6666,9.6666,9.6666,8.5083
Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,23,1st Place,1,8,8,7,8,8,8,8,8,7,8,8,8,10,10,10,N/A,8,9,8,N/A,9,9,9,10,8,8.5,9,9,11,11,11,N/A,10,10,10,10,10,10,10,N/A,9.6666,10,9.6666,10,9.0708
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,6,6,6,6,6,6,6,6,7,6,6,6,8,8,8,N/A,8,8,8,N/A,7,7,7,7,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,6.7727
Rick Perry,Emma Slater,Politician,Texas,United States,66,23,Eliminated Week 3,12,5,5,5,5,6,5,6,5,6,5,6,6,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,5.4167
James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,23,2nd Place,2,8,8,7,8,7,7,7,8,7,7,8,7,9,9,10,N/A,10,9,10,N/A,10,9,9,10,9.5,9,9,9.5,11.6666,11.6666,11.6666,N/A,9,9,9,9,9.5,10,10,N/A,9.6666,9.6666,9.6666,10,9.0125
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,7,6,6,7,8,7,7,8,7,6,6,6,6,6,6,N/A,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,6.6000
Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,23,Eliminated Week 4,10,7,5,6,7,6,7,6,7,6,6,5,6,8,7,8,N/A,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,0,6.4667
Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,23,Eliminated Week 11,4,7,6,6,8,7,8,7,7,6,7,6,7,8,7,8,N/A,9,8,9,N/A,10,10,10,10,8,8.5,9,9,10,10,10,N/A,10,10,10,10,9.5,9.5,10,N/A,8.5,9,9,9,8.5000
Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,23,Eliminated Week 10,5,7,6,6,6,8,7,8,8,8,7,8,7,9,8,8,N/A,9,9,9,N/A,7,8,8,7,8.5,8.5,9,8.5,8,8,8,N/A,10,10,9,9,10,10,10,N/A,0,0,0,0,8.1806
Charo,Keo Motsepe,Actor/Actress,,Spain,66,24,Eliminated Week 3,11,6,5,5,5,6,6,7,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,5.8333
Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,24,Eliminated Week 4,10,5,5,5,5,6,5,6,5,6,6,6,6,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,5.8750
Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,24,Eliminated Week 6,8,7,7,7,7,8,6,8,8,9,8,8,8,8,9,9,9,8,8,9,9,9,9.5,9,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,8.2083
Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,24,Eliminated Week 7,7,7,7,7,7,7,7,7,7,8,9,8,8,8,9,8,8,9,9,9,9,8.5,8.5,8,8.5,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,8.1250
Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,24,Eliminated Week 8,5,6,5,5,6,8,5,8,7,6,6,6,6,8,8,8,8,7,8,8,7,8,8.5,7.5,7.5,7.5,7.5,8.5,7.5,7.5,7,7.5,7,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,7.1094
Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,24,Eliminated Week 9,4,8,8,8,8,7,7,7,8,7,8,9,8,9,9,9,9,9,9,10,10,8.5,8.5,8.5,9,10.5,9.5,9.5,9.5,9,9,9,9,10,10,10,10,0,0,0,0,N/A,N/A,N/A,N/A,8.7917
David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,24,2nd Place,2,7,7,7,7,7,6,7,7,8,7,8,8,7,8,8,8,7,7,8,7,7.5,8.5,7.5,7.5,8,8,8,8,8,8,8.5,8,9,8.5,9,8.5,9,9,9.3333,9,N/A,N/A,N/A,N/A,7.8208
Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,24,1st Place,1,8,7,8,8,8,8,8,8,7,7,7,7,10,9,10,10,7,8,9,8,8.5,9.5,8.5,8.5,9.5,9.5,10.5,9.5,9.5,9,9.5,9.5,9.5,9,10,10,10,9.6666,10,10,N/A,N/A,N/A,N/A,8.7917
Chris Kattan,Witney Carson,Comedian,California,United States,46,24,Eliminated Week 2,12,5,4,4,4,6,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,4.8750
Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,24,Eliminated Week 5,9,6,6,6,6,7,7,7,7,6,7,7,6,8,7,7,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,7.0000
Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,24,3rd Place,3,7,6,7,7,8,8,8,8,8,8,9,9,8,7,8,9,10,9,10,10,9,9.5,8,9.5,10.5,10.5,10.5,10.5,10,9.5,10,10,9.5,9.5,9.5,9.5,10,9.6666,9.6666,10,N/A,N/A,N/A,N/A,8.9708
Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,24,Eliminated Week 7,6,6,6,6,6,7,5,7,6,7,6,7,6,8,7,8,7,9,8,9,8,7.5,8,7.5,7.5,8,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,7.2679
Sasha Pieterse,Gleb Savchenko,Actor/Actress,,South Africa,21,25,Eliminated Week 5,10,6,6,6,N/A,8,7.5,7,N/A,7,6,6,N/A,8,8,8,N/A,8,8,8,N/A,0,0,0,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,7.1667
Frankie Muniz,Witney Carson,Actor/Actress,New Jersey,United States,31,25,3rd Place,3,7,6,6,N/A,8,7.5,8.5,N/A,7,7,7,N/A,8,8,8,N/A,10,9,10,N/A,7,8,8,8,10,10,10,N/A,9,8.5,9,N/A,8.5,8,9,N/A,9.7777,9.3333,9.7777,10,N/A,N/A,N/A,N/A,8.4028
Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,25,1st Place,1,8,7,7,N/A,8,8,8,N/A,9,7,9,N/A,10,9,10,N/A,10,10,10,N/A,10,9,10,10,9,9,9,N/A,10,10,10,N/A,9.5,9.5,10,N/A,10,10,10,10,N/A,N/A,N/A,N/A,9.2188
Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,25,Eliminated Week 4,11,6,6,6,N/A,6.5,6,6.5,N/A,7,7,7,N/A,7,8,8,N/A,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,6.7500
Nikki Bella,Artem Chigvintsev,Athlete,California,United States,33,25,Eliminated Week 7,8,7,7,6,N/A,6.5,6.5,6.5,N/A,7,7,7,N/A,8,8,8,N/A,9,9,9,N/A,9,9,9,9,8,8,8,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,7.7955
Terrell Owens,Cheryl Burke,Athlete,Alabama,United States,43,25,Eliminated Week 8,6,5,5,5,N/A,6.5,6,7,N/A,7,7,7,N/A,8,8,8,N/A,9,8,8,N/A,9,9,10,9,8,8,8.5,N/A,8.5,8.5,8.5,N/A,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,7.6600
Victoria Arlen,Valentin Chmerkovskiy,Athlete,New Hamshire,United States,22,25,Eliminated Week 9,5,7,6,6,N/A,7.5,7,7.5,N/A,8,7,7,N/A,9,9,9,N/A,9,9,9,N/A,8,8,7,8,9.5,9.5,9.5,N/A,8,8,8,N/A,9,9.5,9.5,N/A,0,0,0,0,N/A,N/A,N/A,N/A,8.1607
Barbara Corcoran,Keo Motsepe,Entrepreneur,New Jersey,United States,68,25,Eliminated Week 2,13,5,4,5,N/A,6,5,6,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,5.1667
Lindsey Stirling,Mark Ballas,Musician,California,United States,31,25,2nd Place,2,7,8,7,N/A,7.5,7.5,7.5,N/A,9,9,9,N/A,9,8,9,N/A,9,10,9,N/A,10,10,10,10,8.5,8.5,8.5,N/A,9.5,8.5,9,N/A,9.5,9,10,N/A,10,10,10,10,N/A,N/A,N/A,N/A,8.9531
Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,25,Eliminated Week 2,12,6,5,6,N/A,7,6.5,7,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,6.2500
Nick Lachey,Peta Murgatroyd,Singer/Rapper,Kentucky,United States,43,25,Eliminated Week 6,9,6,6,6,N/A,7,6,6,N/A,7,7,7,N/A,8,7,7,N/A,7,8,7,N/A,7,6,7,6,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,6.7368
Drew Scott,Emma Slater,TV Personality,,Canada,39,25,Eliminated Week 10,4,6,5,5,N/A,7,6.5,7,N/A,8,7,8,N/A,8,8,8,N/A,9,8,8,N/A,7,7,9,7,9.5,9.5,9.5,N/A,8,7.5,8,N/A,8,8,8,N/A,9,9.5,9.5,9.5,N/A,N/A,N/A,N/A,7.8750
Vanessa Lachey,Maksim Chmerkoskiy,TV Personality,,Philippines,36,25,Eliminated Week 7,7,7,7,7,N/A,8,8,7.5,N/A,7,8,8,N/A,8,8,8,N/A,8,8,8,N/A,9,9,9,9,9,9,9,N/A,0,0,0,N/A,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,8.1136
Jamie Anderson,Artem Chigvintsev,Athlete,California,United States,27,26,Eliminated Week 1,10,6,7,6,N/A,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.3333
Johnny Damon,Emma Slater,Athlete,Kansas,United States,44,26,Eliminated Week 1,9,6,6,6,N/A,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.0000
Kareem Abdul-Jabbar,Lindsay Arnold,Athlete,New York,United States,71,26,Eliminated Week 2,8,6,5,6,N/A,7.5,8,7,7,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.6429
Arike Ogunbowale,Gleb Savchenko,Athlete,Wisconsin,United States,21,26,Eliminated Week 2,7,7,6,7,N/A,8.5,9.5,8.5,8.5,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.8571
Jennie Finch Daigle,Keo Motsepe,Athlete,California,United States,37,26,Eliminated Week 3,6,7,7,7,N/A,7.5,8.5,8,7.5,7,8,7,7,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.4091
Chris Mazdzer,Witney Carson,Athlete,Massachusetts,United States,29,26,Eliminated Week 3,5,7,7,7,N/A,8.5,8.5,8,8,8,9,7,9,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.9091
Mirai Nagasu,Alan Bersten,Athlete,California,United States,25,26,Eliminated Week 3,4,7,8,8,N/A,9,10,9,9,9,9,8,9,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.6364
Tonya Harding,Sasha Farber,Athlete,Oregon,United States,47,26,3rd Place,3,8,8,7,N/A,8,9,8,8,8.5,9.5,8.5,8.5,9,9.5,9.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.5000
Josh Norman,Sharna Burgess,Athlete,South Carolina,United States,30,26,2nd Place,2,8,8,8,N/A,7.5,8,8,8,9.5,9.5,9.5,9.5,9.5,9.5,9.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.7143
Adam Rippon,Jenna Johnson,Athlete,Pennsylvania,United States,28,26,1st Place,1,8,8,8,N/A,9,9.5,9,9.5,10.5,10.5,9.5,10.5,9.5,9.5,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.3571
Juan Pablo Di Pace,Cheryl Burke,Actor/Actress,,Argentina,39,27,Eliminated Week 8,5,7,7,8,N/A,9,8,9,N/A,10,10,10,N/A,8,8,8,N/A,10,9,10,N/A,10,10,10,N/A,9.5,9,9.5,N/A,10,10,10,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.1250
